,isPos,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,Positive,0.6511856744850496,0.43052313953488386,-0.32365887137873744,-0.32676737873754136,1.2762780674916958,0.7928606894186048,-1.1601078548671093,-0.3930362736212627,-0.7245198606478408,0.00337846240863785,-0.01586501395348842,0.37784496478405316,-1.218748259252491,-0.316866335215947,1.200249455647842,0.2803112057142856,0.20962637423588035,0.019770530066445184,-1.0828255096179404,-0.8218938836378749,-0.08233022956810623,0.8166739008803992,0.6040649000996677,-0.08660085847176081,0.4751569350498341,-4.778045961461793,-0.9329180822093024,0.1906186231096345,0.5518846800664454,-0.7291761710299007,9.17663978870434,0.11981564302325579,-0.6294852454817275,-0.8877079222259139,0.11596478601328894,-0.1216892548172758,0.1258875454318936,0.3824894127574755,0.2558281992358801,-0.4150937242524918,-0.33397174602491697,0.6387176902491692,-0.13741543759136216,0.10786250039700987,-0.08877631737541532,0.1768702697674418,-0.4544748197674415,-0.6134965041694351,-0.12740045415282392,0.09376167925581402,0.6504212392691028,0.43139106312292375,-0.32375629662790695,-0.32638563953488353,1.2759610409136226,0.7928488787873755,-1.1602726389202656,-0.3932345128239204,-0.725207775930233,0.002714077026578062,-0.015720944186046547,0.37763687508305643,-1.2187083589202652,-0.3170159863787377,1.200289140033224,0.27964298312292346,0.20894099217607962,0.01955040215946844,-1.0830414066279073,-0.8215431693521605,-0.08219137574750823,0.8168518344352165,0.6043656143853819,-0.08664816245847179,0.4744694333887046,-4.777083336877076,-0.9324579493189368,0.18955315633222586,0.5513100787375418,-0.7285702241860469,9.176087297009987,0.12024492607973422,-0.6295481524584716,-0.8879053973089706,0.11655066475083047,-0.12114490265780736,0.12607462184385373,0.38221492770764165,0.25629952813953466,-0.41438524750830574,-0.33405500629235885,0.6389993630066443,-0.13723961367109638,0.1075065701644517,-0.08781507152823927,0.17642531960132887,-0.45444297425249136,-0.6140161586544851,-0.1272105289036545,0.09365221081727582
1,Positive,0.5290818362445413,0.44635094497816585,-0.41915092314410474,-0.2048528947598253,0.7412944061135377,0.5453080762008732,-0.8158017860262007,-0.2264194855895198,-0.5036414268122268,-0.1723388372489083,0.03860421441048036,0.5686765960698693,-0.8295108253275109,-0.444426835021834,0.8446406868995632,0.21043073008733623,0.16622142139737991,-0.09474410995633183,-0.8639829288209603,-0.5149374934497818,0.06666342707423582,0.44914994454148494,0.4232867335109171,-0.06832948034934497,0.23236608122270735,-3.2109656375545863,-0.6157517637554587,-0.06844544663755461,0.07430384279475981,-0.4069645637117902,6.1438433580786,0.01402352445414848,-0.39019740698689964,-0.6582383903493447,0.19827646305676866,-0.050264258951965034,0.1647761340611354,0.3042253113537118,0.11440612314847172,-0.3263586187772925,-0.04168947962445414,0.590901802183406,-0.11413364454148477,-0.119166273886463,-0.18036292139738,0.2849307742358078,-0.40953015122270686,-0.6906926781222705,-0.1608915144978166,0.06496796506550204,0.536742019736842,0.45019410701754375,-0.42003360263157885,-0.21155777587719296,0.7491127587719304,0.5486518835526315,-0.8213200833333333,-0.2244078605263159,-0.5121332751754384,-0.17617545495614037,0.0377448907894737,0.5674289057017545,-0.8342164868421051,-0.44587116324561393,0.8444232337719295,0.21179279469298248,0.16932055043859656,-0.08968047885964907,-0.8743471521929822,-0.5184939736842107,0.06295019649122807,0.4518582557017546,0.4293730788333335,-0.0685509096491228,0.23574073070175433,-3.227630267543861,-0.6184175171052633,-0.06360240473684212,0.07426320175438597,-0.40721484688596477,6.179894864035084,0.01843173464912283,-0.39123520263157896,-0.6598988657456138,0.2056962238596492,-0.04909840043859649,0.1655747574561404,0.31105436973684214,0.11971917632017552,-0.32570219605263145,-0.04495357243421052,0.5958892092105262,-0.11904370877192985,-0.12499397684210532,-0.17637376754385975,0.28816827763157893,-0.4102712176754381,-0.6945622951315789,-0.16024821850877194,0.06650212280701738
2,Positive,0.6710492413580245,0.35338617048765447,-0.4141487993827158,-0.28317073919753105,0.9489103233950611,0.5138230151234568,-0.72809894228395,-0.2352301891975309,-0.5206586215740743,-0.06341260864197527,0.10007767487654326,0.11333600802469133,-0.6510630799382715,-0.28388149104938304,0.9412053320987646,0.0379503882407407,0.12414972126543207,0.02366610740740742,-0.7498610305555554,-0.3956511268518521,-0.05740284783950617,0.4080630774691358,0.17767139814814825,-0.02731804845679015,0.3126145271604939,-3.347316745987655,-0.7722549904320993,-0.007284895987654366,0.2907011824691357,-0.35070207407407383,6.450046209876548,0.06528278641975306,-0.5727271793827163,-0.7495034700617282,-0.02361180614197528,0.10576350030864193,0.040126013888888916,0.24674670999999987,0.09819398919753086,-0.27789941728395073,-0.24395044869753077,0.36306878135802473,-0.007415672314814836,-0.029013136913580286,-0.07733914660493821,0.07982331296296295,-0.28569443364197533,-0.4869513353703702,-0.04571690524691355,-0.19904559735802457,0.6718155530864196,0.357169689006173,-0.41097802777777753,-0.2820984552469137,0.9452401999382708,0.5161074410493827,-0.7245933558641969,-0.23537136203703704,-0.5155439610802471,-0.0660650160493827,0.09997205759259263,0.11232927962962966,-0.6484254564814812,-0.2847501015432102,0.9332189123456782,0.04308403021604934,0.12255654225308647,0.026713607407407376,-0.7483947064814815,-0.3946924817901237,-0.050131860185185215,0.41090958055555554,0.1793535277777779,-0.026856066975308644,0.31712042222222236,-3.347515912654321,-0.7741641570987661,-0.011027920679012362,0.29478896024691337,-0.3491531234567899,6.456651148148152,0.06422630493827161,-0.5714131053086423,-0.7543387169753085,-0.023687978981481433,0.1054084694444444,0.039751692901234606,0.24551038283950607,0.09614645833333328,-0.2746447981481482,-0.24061580980864186,0.3568589974074075,-0.006156647623456803,-0.024797365308642016,-0.07400991820987647,0.07988535000000001,-0.283753137345679,-0.483456613148148,-0.048298899074074045,-0.19741936279012334
3,Positive,0.6233009838362062,0.4388035950431036,-0.33041222349137916,-0.13642986077586203,0.868485578642242,0.5652224269181034,-0.6749653300064659,-0.3979645381465519,-0.5058984707974137,0.04696418618534483,-0.14193007922413803,0.25671373202586206,-0.8154716208620691,-0.13818887203663807,0.9219702906034487,0.17300219892241386,0.07703260581896555,0.015726644956896563,-0.7825603924568963,-0.628946313793104,0.013441304310344822,0.5776860202586207,0.5167518766896549,0.07679326637931026,0.40691000538793054,-3.276932963362072,-0.9913640308189654,0.2749309886637933,0.490309817435345,-0.5110657933189653,6.800113596551728,-0.03549802500000004,-0.2550994650862068,-0.7770635239224136,0.06973376122844824,-0.0394552894396552,0.000987753146551716,0.09827356487068975,0.11526105780172409,-0.3745243566810346,-0.2554326543879311,0.43469872887931027,-0.01510038017241378,0.046620639504310384,-0.09052298372844823,0.1995229487068964,-0.10365423706896544,-0.47953153125,-0.04625545711206902,0.11001032133620689,0.6230445614224132,0.44024266831896575,-0.33098296271551714,-0.1349558952586207,0.8683636820905178,0.5655939139870689,-0.6738725067306037,-0.3997983743534485,-0.5054314449353448,0.04685103963362067,-0.14212982060344836,0.25636629668103444,-0.8144950044827589,-0.13895302936422432,0.9213134371551728,0.17274245754310344,0.07763639892241382,0.01618826564655173,-0.7818023967672413,-0.6289117017241385,0.014013080172413787,0.5769930590517242,0.5165513809999998,0.07722004439655165,0.40600167349137883,-3.2752088254310374,-0.9923227808189653,0.27445286150862086,0.4898585027801725,-0.5109402976293101,6.800944631034485,-0.035814838793103494,-0.2547059952586206,-0.7774386316810342,0.06978179355603444,-0.03954668599137934,0.0010313307327586166,0.09768324159482768,0.11532616556034476,-0.37403648383620697,-0.2547070588728449,0.43404796810344815,-0.013921395258620663,0.04639755146551728,-0.09043966476293099,0.1997351685344826,-0.1037951530172413,-0.47867799676724127,-0.0458464851293104,0.11071728254310337
4,Positive,0.7847445747169814,0.6813778279245276,-0.40375290633962246,-0.12583014303144655,1.062379258742139,0.6322708031069185,-1.379446129308177,-0.7600631266666668,-0.5862475781132072,0.03620099700628933,0.029455820603773487,0.360990378616353,-0.973332368943396,-0.08387936361006297,1.4291176425157215,0.2711186419622642,0.23504165358490572,0.0849347564779874,-1.415693763647801,-0.9004947410062886,0.1669104976100629,0.5495040428930821,0.8369667352805032,0.17993935355974872,0.4100797924528308,-4.523620376352202,-1.4389586511949695,0.20728817411320757,0.3611868093836477,-0.8953281821383646,10.107463964276738,0.04391328963522011,-0.5176459992075467,-0.942706216477989,0.09315638246540893,0.04195253547169809,0.380390411572327,0.13803826915723266,-0.029215152450314554,-0.5877844710691825,-0.26314073944779925,0.5346968895094345,-0.21883826511949664,-0.08622218557232708,-0.32093502821383657,0.3586247938364784,-0.3310567582767295,-0.7896173004905668,-0.2733800029811319,0.029067949001257906,0.7844204363522017,0.680803878238993,-0.4027846799245281,-0.12535619334591194,1.0616336989937114,0.6323507112830191,-1.3797045569811328,-0.7593413027672957,-0.5858826850314461,0.0363728460628931,0.029044147647798644,0.35913893207547254,-0.9724055639119497,-0.08372796738364786,1.4282201079245267,0.27169849101886795,0.2342209240251573,0.08431982566037731,-1.4150452353459142,-0.9005449938364772,0.16734203220125796,0.5495217623899374,0.835878835909434,0.17949331582389966,0.4090736289308183,-4.521734212830189,-1.4366752549685542,0.20677084077987423,0.36088591630188677,-0.8947855532075472,10.10285729761007,0.04491749089308173,-0.5169599866289303,-0.9429193359748442,0.0941880428427674,0.04238788138364778,0.3795162606289307,0.13957990437735845,-0.02898883798490577,-0.58771217672956,-0.26317910171195025,0.5351942857358496,-0.21835379971069163,-0.08496407236477992,-0.3210452156352203,0.3590148441509438,-0.3306205695974842,-0.7892218539496865,-0.27432344952201243,0.027847005605031488
5,Positive,0.6993151493224937,0.5730116444769646,-0.330749197289973,-0.13092312005420068,0.9706166879945809,0.7078984278861784,-0.9235983807588072,-0.5553661027100276,-0.509879337506775,-0.039233175501354994,0.010493814905149022,0.34851176612466106,-0.7970572975609761,-0.08404094915989159,0.9792757433604347,0.15642249317073176,0.23625814742547438,0.1783413685636856,-1.177545485636855,-0.6451451157181572,0.02646923821138213,0.635074646341463,0.5081306108401084,0.03762151165311656,0.5245160168021684,-3.639896903766938,-1.017667265853658,0.14957923666666678,0.37376062915989167,-0.6147938081300809,7.8429321842818425,0.10363428644986458,-0.3173975096476963,-0.7077167626558262,0.15272626059620606,0.06263134449864494,0.09743592140921406,0.17975989154471542,0.21265931897018978,-0.4536248317073177,-0.24355410628997276,0.5435773059349589,0.04309335747967479,-0.13858022409214094,-0.297474011111111,0.3148642544715448,-0.16777550395663968,-0.7007505750677508,-0.04966640162601619,0.039995100325203266,0.6952821411924123,0.5745507772682925,-0.3307120699186992,-0.13022771355013563,0.971113040298104,0.7072406501084006,-0.9208019308943085,-0.5587240430894315,-0.512269635609756,-0.04046821615176149,0.013545657723577208,0.3472059937669375,-0.7960532813008135,-0.08897851013550138,0.9780666647696485,0.15809691864498654,0.23635383035230367,0.17849077235772354,-1.176635187533874,-0.6424315926829268,0.023140403523035247,0.6324271937669373,0.5120738628726288,0.04081088834688351,0.5212994124661251,-3.6405214295121953,-1.0114618999999994,0.14639701444444453,0.3704297348509486,-0.6154153059620592,7.852574929539295,0.10169374444444448,-0.31975317360433586,-0.706696193550135,0.15355276466124668,0.06199567241192404,0.09913654471544715,0.1808430351761517,0.21531587723577245,-0.45042756883468893,-0.23984402498915972,0.5452758425203249,0.04215338457994585,-0.13909163330623306,-0.2957081303523033,0.3149891325203253,-0.16654504325203257,-0.7015180005420055,-0.05040426070460699,0.042080303577235786
6,Positive,0.4743208642857143,0.30518666607142864,-0.06642098303571428,0.1177716553571428,0.4530915541517858,0.22072285933035712,-0.8459657477678573,-0.45630165,-0.16164666415178575,-0.06296947053571432,-0.03475857232142859,0.05523902343749999,-0.5520439848214286,-0.17089736772321423,0.5316978915178574,0.11490815357142858,-0.05211262633928567,0.08968154419642856,-0.642331171875,-0.42552678125,0.42441872464285685,0.13445805781250011,0.1531014683035714,-0.11169766232142855,-0.05935194687499999,-2.338063303571428,-0.6013879732142854,0.00479452955357144,0.12213577437946431,-0.3003442245535714,5.208022098214281,0.08849733169642851,-0.1389878852678571,-0.4088704522321427,0.02578454022321432,-0.1168418071428572,-0.08374217187500003,0.17670909419642866,0.22043982589285704,-0.1721111627232142,-0.23530009615624997,0.18211569107142847,-0.03815045049107142,0.026589796205357143,-0.11158652857142858,0.10885869785714289,-0.25441760683035713,-0.2966084375000001,-0.09836166071428572,-0.014186787366071365,0.47413831964285713,0.3060871571428572,-0.06745414375,0.11895247678571427,0.4521764648660716,0.22049375218749995,-0.8460328459821429,-0.45565053392857147,-0.16213532486607146,-0.06378692589285719,-0.03408300982142857,0.054356389508928564,-0.551618761607143,-0.1722720552232143,0.5310534718750003,0.11575918928571431,-0.05416414419642853,0.090036240625,-0.6446102343749999,-0.42289173660714274,0.4257447514285711,0.13303330781250008,0.15175240580357144,-0.11203740785714288,-0.05963920580357142,-2.338955267857142,-0.600168107142857,0.006306310803571423,0.12194671187946435,-0.29794810848214287,5.206697991071424,0.08427661026785706,-0.13879895669642855,-0.40933616651785704,0.024699848258928608,-0.11795694107142864,-0.0837031540178572,0.17739256294642866,0.22345741517857137,-0.17243708683035702,-0.2335579250892857,0.18264512857142848,-0.039800990669642856,0.023595733705357162,-0.11014751071428573,0.10798284964285719,-0.25232654879464284,-0.2985625044642858,-0.09692745089285716,-0.012368528437499955
7,Positive,0.5538409522167487,0.6048252391625616,-0.33187465559113316,-0.1399918756157635,0.8586284824876846,0.550466304433497,-0.8058557487684721,-0.4770788977832511,-0.4099572535960589,0.05794002529556662,0.00810629310344827,0.3254155545615763,-0.6396145630541873,-0.11666464967980293,0.8085763559113296,0.11087308716748762,0.1912953155172413,0.11304395692118223,-0.8539121137337438,-0.6162375123152707,-0.008514069704433504,0.5632557344827587,0.37646691939408844,-0.05684173645320199,0.44782389901477787,-3.1662448581280778,-0.9911273283251233,0.14565964901477843,0.4240107138423649,-0.4027124413793105,6.723408028768483,0.05752101600985223,-0.3139297248768472,-0.6491191403940889,0.10671936283251234,-0.006481141317734005,0.02362005443349755,0.1794986732512314,0.15818812756157638,-0.3780915330049264,-0.2091999421871921,0.39717191351231523,0.06818123793103445,-0.0713508797536946,-0.15243869723399014,0.2224551365024631,-0.2259012426847288,-0.5174568680098518,-0.00872002192118229,0.07380038573891626,0.5539835965432098,0.6074702397530863,-0.3335928893086421,-0.13845086790123454,0.8599659108395061,0.5526067348148143,-0.8072726765432091,-0.48010869753086405,-0.41060890113580223,0.05726641301234576,0.008481632098765427,0.32586095099259244,-0.6420979027160494,-0.11700369819753084,0.8095239024691353,0.11016348985185176,0.19098816814814806,0.11379723088888888,-0.8562853782120986,-0.6173296296296293,-0.006946351358024684,0.566226430123457,0.37784629450370344,-0.05705369629629631,0.4473116716049379,-3.173464721975308,-0.9921564575308646,0.14574604074074085,0.42408693782716095,-0.4037649412345681,6.742073233777787,0.05803387876543211,-0.315406546419753,-0.6509996567901237,0.10654735879012346,-0.005887860185185213,0.023876474320987672,0.1793025465185184,0.15942904639506167,-0.37791750469135826,-0.2084378770592592,0.39825318984197533,0.06859352246913576,-0.07327214118518519,-0.15291786932592594,0.223108951654321,-0.22663920279012323,-0.5196258647209873,-0.008194014567901258,0.07326507804938273
8,Positive,0.4574262644444446,0.6750979814814815,-0.5838054051851852,-0.15913677037037033,0.8273460333333335,0.7150719222222222,-0.6696116622222225,-0.3362881970370369,-0.4239287914074074,-0.19159864429629642,-0.07063799185185185,0.24495180740740735,-0.5848195140740742,-0.49026300222222235,0.7092112896296299,0.0972524896296296,0.062261405925925904,0.002000045185185179,-0.740414654814815,-0.36156532592592583,0.09962635555555553,0.5199906414814818,0.20761176666666667,0.007309171851851855,0.2531740622222221,-3.0057824309629644,-0.786119342962963,-0.18978496296296313,-0.015531941481481522,-0.32391452370370377,5.915713037037032,0.1064123274074074,-0.34069269303703725,-0.5052898296296296,0.203997241037037,-0.1411000814814814,0.06848247407407411,0.22783789777777777,0.12782399703703698,-0.2980194207407406,-0.12325707887407399,0.46620945029629624,0.011929357037037092,-0.16838088407407412,-0.1899670663925926,0.3819887303703705,-0.3893092725925925,-0.7592167407407412,-0.15150809259259265,-0.00320683481481483,0.4569417459259261,0.6738877592592594,-0.5815836274074073,-0.15857365925925923,0.8221881814814815,0.7120443666666666,-0.6688986251851856,-0.3366459748148147,-0.42850738400000005,-0.19475923688888905,-0.06756265851851852,0.24911091851851844,-0.5862705511111111,-0.4971783355555556,0.7126498081481484,0.10258330444444441,0.06163740592592589,0.000158652592592581,-0.7396628770370374,-0.3619293999999999,0.10171614074074074,0.5194424637037041,0.2156427296296296,0.008791208888888893,0.25441912888888885,-2.999963912444445,-0.7867166022222224,-0.1936941555555557,-0.015655497037037096,-0.3266625237037038,5.9141011851851815,0.11172994518518521,-0.3370944708148151,-0.5108155333333334,0.20311538177777777,-0.14305119259259255,0.06833380740740745,0.22696204592592592,0.1277473303703703,-0.29430628740740733,-0.1242807357703703,0.4639817243703703,0.017342905185185217,-0.1693215655555556,-0.19070777009629625,0.385570285925926,-0.3907979614814814,-0.761533318518519,-0.1544245148148149,-0.003780464444444467
9,Positive,0.5190331921428568,0.6040841742857145,-0.49297676425000014,-0.08000212964285698,0.9687371201071433,0.6394170932142861,-0.9576789689285712,-0.20813848892857145,-0.3557050021785715,-0.09201291871428574,-0.1036188542857143,0.2513351275000002,-0.725367125357143,-0.20360338035714287,0.8971302303571429,0.15169672999999995,0.08266444889285718,0.0515404460714286,-0.7650305278571429,-0.4960767717857143,0.13876218895714293,0.6700036628571429,0.3883802932142858,0.04838964921428571,0.41206801214285677,-3.2812489946428562,-0.7766740475000004,0.07745174214285716,0.33254370714285697,-0.524844444357143,6.691909028571427,0.16880572714285708,-0.35689106971428564,-0.5679724075,0.19929443967857133,-0.001037115357142861,0.0628886092857143,0.25313847607142864,0.2269757757142857,-0.34699910749999996,-0.3201803624214287,0.4554920564285715,-0.19804493464285705,-0.14108207967857136,-0.07071164735357145,0.15956494000000002,-0.25853010249999997,-0.6556420535714284,-0.0934269617857142,0.14611561975000004,0.5171286564285711,0.6040053171428573,-0.49316144282142876,-0.07808752249999985,0.9680881915357146,0.6404784825000004,-0.957797718928571,-0.2079346675,-0.3551177878928572,-0.09159641871428575,-0.10178214000000001,0.25254637750000014,-0.7260433753571429,-0.20279577321428569,0.8962168375000001,0.15152683714285706,0.08120527032142856,0.0507998460714286,-0.765491492142857,-0.49478341464285713,0.13994933181428576,0.6686156842857144,0.3876911860714286,0.0486970242142857,0.41021802642857114,-3.2819704232142843,-0.7751121546428577,0.07606927428571433,0.33162795714285703,-0.5246451586428572,6.691535457142856,0.1678335071428571,-0.3571891411428571,-0.5670667289285715,0.19898450753571417,-0.001022651071428574,0.061720323571428586,0.2543522975000001,0.2285253507142857,-0.34885134678571417,-0.31833198271071433,0.45561764214285727,-0.19843240249999988,-0.14371718682142845,-0.07032111163928573,0.16022359714285714,-0.2570130060714286,-0.6575536964285712,-0.09276370107142849,0.14625770903571436
